Reporting Year,Reporting Month,D_Name,Proj_Name,Sec_NAme,AWC_ID,AWc_Name,Tot_Children_0to6M,Tot_Children_SC_0to6M,Tot_Children_ST_0to6M,Tot_Children_BC_0to6M,Tot_Children_OC_0to6M,Tot_Children_7Mto3Y,Tot_Children_SC_7Mto3Y,Tot_Children_ST_7Mto3Y,Tot_Children_BC_7Mto3Y,Tot_Children_OC_7Mto3Y,Tot_Children_3Yto6Y,Tot_Children_SC_3Yto6Y,Tot_Children_ST_3Yto6Y,Tot_Children_BC_3Yto6Y,Tot_Children_OC_3Yto6Y
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Achampet,1401001,Achampet-I,4,0,0,4,0,45,3,1,40,1,26,2,4,20,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Achampet,1401002,Achampet-II,2,0,0,1,1,17,0,0,8,9,28,1,0,10,17
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Achampet,1401003,Achampet-III,5,0,0,5,0,33,0,0,32,1,30,0,1,26,3
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Achampet,1401004,Achampet-IV,1,0,0,0,1,31,4,3,18,6,25,5,3,15,2
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Achampet,1401005,Achampet-V,8,6,1,1,0,31,26,2,2,1,22,17,3,2,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Achampet,1401006,Achampet-VI,10,3,1,5,1,44,10,3,26,5,29,9,1,17,2
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Achampet,1401007,Achampet-VII,3,0,0,0,3,15,0,1,2,12,14,0,0,8,6
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Achampet,1401008,Achanpet-VIII (Plkapallyroad),5,0,1,3,1,46,3,5,35,3,32,2,7,20,3
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Achampet,1401009,Achampet-IX (Gandhinagar),2,0,0,2,0,26,0,0,26,0,26,0,0,26,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Achampet,1401010,Achampet-X (Tangapoor),4,3,1,0,0,31,15,0,7,9,20,7,2,10,1
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Achampet,1401011,Achampet-XI (Muslimarea),2,0,0,1,1,30,0,0,17,13,22,0,0,9,13
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Achampet,1401012,Achampet-XII (Sainagar),5,0,0,5,0,38,3,0,35,0,43,0,1,40,2
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Achampet,1401013,Achampet-XIII (Vinayaknagar),14,1,1,12,0,56,15,7,34,0,53,12,4,30,7
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Achampet,1401014,Achampet-XIV (Mahendranagar),10,1,2,5,2,60,3,5,32,20,49,2,2,27,18
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Achampet,1401015,Achampet-XV (Gokulnagar),0,0,0,0,0,22,0,0,20,2,17,0,1,15,1
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Achampet,1401016,Achampet-XVI,8,1,1,6,0,48,2,12,33,1,62,5,18,38,1
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Achampet,1401017,Achampet-XVII,14,4,2,6,2,43,5,9,21,8,30,5,3,17,5
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Achampet,1401018,Achampet-XVIII,10,4,1,5,0,46,17,5,23,1,36,14,1,18,3
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Achampet,1401019,Achampet-XiX,5,4,0,1,0,64,36,8,16,4,30,23,3,4,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Achampet,1401020,Achampet-XX(Sriramnagar),1,0,0,1,0,40,14,8,14,4,49,15,8,21,5
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Achampet,1401021,Achampet-XXI(Tangapoor),9,6,0,3,0,29,19,0,8,2,28,19,0,7,2
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Achampet,1401022,Dershangadda thanda,1,0,1,0,0,9,0,9,0,0,11,0,11,0,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Hazipoor,1401023,Shenkaraihguttathanda,3,0,3,0,0,12,0,12,0,0,10,0,10,0,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Hazipoor,1401024,Gumpanpally,8,2,6,0,0,49,7,41,0,1,20,1,19,0,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Hazipoor,1401025,Laxmapur  PN,1,0,0,1,0,19,1,3,15,0,17,0,1,16,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Hazipoor,1401026,Bolgatpally,5,0,2,3,0,10,0,6,4,0,15,0,10,5,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Hazipoor,1401027,Daokkuthanda,2,0,1,0,1,7,0,7,0,0,7,0,7,0,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Hazipoor,1401028,Rangapur-I,3,0,0,3,0,24,1,8,14,1,26,3,11,10,2
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Hazipoor,1401029,Rangapur-II,3,2,1,0,0,47,5,42,0,0,60,8,52,0,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Hazipoor,1401030,Dharugathanda,8,0,8,0,0,29,0,29,0,0,19,0,19,0,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Inole,1401031,Brahmnapally,1,0,0,1,0,19,0,1,17,1,17,0,3,14,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Inole,1401032,Chadhurubaithanda,1,1,0,0,0,18,0,18,0,0,12,0,12,0,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Inole,1401033,Korrathanda,2,0,2,0,0,20,0,20,0,0,12,0,12,0,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Inole,1401034,Dubbathanda,2,0,2,0,0,16,0,16,0,0,10,0,10,0,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Inole,1401035,Inole-I,1,1,0,0,0,22,15,0,7,0,25,11,0,13,1
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Inole,1401036,Inole-II,2,0,0,1,1,18,0,0,13,5,15,0,0,12,3
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Inole,1401037,Inolethanda,0,0,0,0,0,19,0,18,1,0,12,1,11,0,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Inole,1401038,Shivarthanda,3,0,3,0,0,16,0,16,0,0,10,0,10,0,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Inole,1401039,Bommanpally-I,1,0,0,1,0,34,14,0,19,1,28,14,0,14,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Inole,1401040,Bommanpally-II,7,0,0,7,0,29,1,0,26,2,21,1,0,19,1
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Inole,1401041,Bommanpally-III,5,0,0,5,0,34,0,0,34,0,44,1,1,42,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Inole,1401042,Kistathanda,2,0,2,0,0,19,0,16,2,1,23,0,22,1,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Inole,1401043,Balyathanda,0,0,0,0,0,8,0,8,0,0,11,0,11,0,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Siddapoor,1401044,Siddapur-I,1,1,0,0,0,20,12,0,7,1,26,8,3,15,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Siddapoor,1401045,Siddapur-II,5,0,0,5,0,21,0,0,21,0,16,0,0,16,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Siddapoor,1401046,Jogyathanda,3,0,3,0,0,10,0,10,0,0,9,0,9,0,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Siddapoor,1401047,Siddapurthanda,4,0,4,0,0,17,0,17,0,0,5,0,5,0,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Siddapoor,1401048,Manevaripally-I,3,0,0,3,0,13,3,0,10,0,27,4,1,21,1
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Hazipoor,1401049,Darga Thanda II,3,0,0,2,1,8,0,8,0,0,13,0,13,0,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Siddapoor,1401050,Marlapauthanda,2,0,2,0,0,6,0,6,0,0,6,1,5,0,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Siddapoor,1401051,Ghanpur,0,0,0,0,0,25,5,0,20,0,24,3,0,21,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Siddapoor,1401052,Ghanpurthanda,1,0,1,0,0,3,0,3,0,0,5,0,5,0,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Siddapoor,1401053,Dandiyalathanda,3,0,3,0,0,12,0,12,0,0,6,0,6,0,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Siddapoor,1401054,Akkaram,1,0,1,0,0,5,0,3,1,1,9,4,4,1,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Siddapoor,1401055,Akkaramthanda,0,0,0,0,0,12,0,10,2,0,8,0,7,1,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Siddapoor,1401056,Bakklingaipally,3,0,3,0,0,12,0,12,0,0,21,0,21,0,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Achampet,1401057,Valapatla,8,6,1,0,1,40,37,1,2,0,36,34,0,2,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Achampet,1401058,Lingotam,4,1,0,3,0,23,15,1,7,0,33,21,1,11,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Achampet,1401059,Palkapally,6,0,0,6,0,31,4,0,26,1,46,8,0,35,3
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Hazipoor,1401060,Choutapally,3,2,0,1,0,33,25,0,7,1,25,20,0,5,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Hazipoor,1401061,Choutapally thanda,0,0,0,0,0,15,2,13,0,0,17,0,17,0,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Hazipoor,1401062,Nadimipally-I,4,3,0,1,0,37,17,0,18,2,19,10,0,9,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Hazipoor,1401063,Nadimipally-II,6,0,0,4,2,20,0,1,15,4,25,2,2,20,1
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Hazipoor,1401064,Nadimpally-III,4,0,0,2,2,24,11,0,13,0,27,12,0,12,3
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Hazipoor,1401065,Hazipoor-I,6,2,0,3,1,29,13,3,13,0,21,9,1,10,1
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Hazipoor,1401066,Hazipoor-II,6,0,1,5,0,15,0,1,13,1,15,0,1,14,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Inole,1401067,Buddathanda,3,0,3,0,0,27,0,27,0,0,23,0,23,0,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Inole,1401068,Chendapur,7,5,0,2,0,17,8,2,7,0,18,9,2,7,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Inole,1401069,Singaram,1,0,0,1,0,14,1,4,9,0,19,3,6,10,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Inole,1401070,Singarram thanda,1,0,1,0,0,13,0,12,1,0,13,0,13,0,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Inole,1401071,Kanyathanda,7,1,6,0,0,11,0,11,0,0,12,0,12,0,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Inole,1401072,Yeddumittathanda,1,0,1,0,0,17,0,17,0,0,12,0,12,0,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Hazipoor,1401073,Chennaram  PN,3,1,0,2,0,28,13,0,12,3,22,11,0,11,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Hazipoor,1401074,Pulijala-I,4,4,0,0,0,38,30,0,8,0,30,24,0,5,1
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Hazipoor,1401075,Pulijala-II,3,1,0,2,0,40,15,0,23,2,32,12,0,18,2
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Siddapoor,1401076,Chinyathanda,1,0,1,0,0,12,0,12,0,0,9,0,9,0,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Inole,1401077,Ankironipally,2,0,1,1,0,32,2,23,7,0,18,0,13,5,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Amrabad,1401078,Amrabad-I,0,0,0,0,0,24,24,0,0,0,12,12,0,0,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Amrabad,1401079,Amrabad-II,3,0,0,3,0,21,2,0,15,4,11,0,0,9,2
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Amrabad,1401080,Amrabad-III,4,0,1,2,1,22,0,1,16,5,8,0,0,8,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Amrabad,1401081,Amrabad-IV,7,0,0,0,7,31,0,0,7,24,21,1,1,3,16
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Amrabad,1401082,Amrabad-V,8,0,0,8,0,27,0,0,25,2,14,1,1,12,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Amrabad,1401083,Thirumalapur-I,1,1,0,0,0,24,13,0,7,4,14,10,0,2,2
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Amrabad,1401084,Thirumalapur-II,2,0,0,2,0,13,0,0,13,0,7,0,0,7,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Amrabad,1401085,Uppununthala  BK,5,0,3,1,1,25,0,22,1,2,22,0,17,2,3
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Amrabad,1401086,Madhavanipally-I,6,4,0,2,0,7,5,0,2,0,10,9,0,1,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Amrabad,1401087,Madhavanipally-II,4,4,0,0,0,15,15,0,0,0,15,15,0,0,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Amrabad,1401088,Madhavanipally-III,0,0,0,0,0,11,0,0,11,0,13,1,0,12,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Amrabad,1401089,Vanguronipally,6,5,0,1,0,27,17,1,9,0,22,11,0,11,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Amrabad,1401090,Laxmapur  BK-I,2,2,0,0,0,23,19,0,2,2,9,7,0,2,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Amrabad,1401091,Laxmapur-B.K-II,3,0,3,0,0,10,0,10,0,0,12,0,12,0,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Amrabad,1401092,Laxmapur thanda BK,4,0,4,0,0,24,0,24,0,0,13,0,13,0,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Amrabad,1401093,Kummaronipally-I,8,3,1,4,0,25,13,0,12,0,11,8,0,3,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Amrabad,1401094,Kummaronipally-II,1,0,0,1,0,19,0,0,18,1,17,0,0,17,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Padra,1401095,Somlathanda,8,1,6,1,0,20,1,19,0,0,24,0,24,0,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Padra,1401096,Padara-I,11,0,0,11,0,36,0,1,35,0,23,0,0,23,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Padra,1401097,Padara-II,5,0,0,5,0,42,16,1,24,1,24,13,0,10,1
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Padra,1401098,Padara-III,6,2,1,3,0,38,0,0,38,0,26,0,0,25,1
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Padra,1401099,Padara-IV,7,7,0,0,0,20,20,0,0,0,23,23,0,0,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Padra,1401100,Vonkeswaram-I,3,0,0,3,0,23,0,5,16,2,20,0,8,11,1
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Padra,1401101,Vonkeswarm-II,3,2,0,1,0,22,13,0,9,0,24,13,0,11,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Padra,1401102,Vonkeshwaram-III,3,3,0,0,0,28,27,1,0,0,23,23,0,0,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Padra,1401103,Vonkeshwaram-IV,4,0,1,3,0,27,0,1,26,0,20,0,0,20,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Padra,1401104,Chitlamkunta-I,1,0,1,0,0,17,0,16,1,0,15,0,10,4,1
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Padra,1401105,Chitlamkunta-II,5,2,0,3,0,32,11,2,18,1,32,10,4,18,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Padra,1401106,Chennampally thanda,6,0,5,1,0,22,0,21,0,1,17,0,16,1,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Udimilla,1401107,Udimilla,4,0,1,3,0,22,4,14,4,0,19,3,11,5,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Udimilla,1401108,Maradugu,1,0,0,1,0,29,0,0,28,1,16,0,0,15,1
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Udimilla,1401109,Ippalapally-I,2,0,2,0,0,31,2,29,0,0,20,0,20,0,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Udimilla,1401110,Ippalapally-II,2,1,0,0,1,15,0,0,10,5,19,0,0,13,6
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Udimilla,1401111,Ganugapenta,3,0,3,0,0,13,0,13,0,0,15,0,15,0,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Udimilla,1401112,Maddimadugu,4,1,2,1,0,21,2,14,3,2,17,1,8,8,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Mannanoor,1401113,Mannanoor-I,6,0,6,0,0,23,0,21,1,1,22,1,21,0,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Mannanoor,1401114,Mannanoor-II,9,9,0,0,0,28,23,0,2,3,9,9,0,0,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Mannanoor,1401115,Mannanoor-III,0,0,0,0,0,16,14,2,0,0,23,23,0,0,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Mannanoor,1401116,Mannanoor-IV,8,3,2,3,0,25,5,1,11,8,12,2,1,4,5
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Mannanoor,1401117,Mannanoor-V,2,0,0,1,1,33,12,3,8,10,14,5,2,6,1
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Mannanoor,1401118,Venkateshwarlabai-I,1,1,0,0,0,29,27,0,2,0,20,18,0,2,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Mannanoor,1401119,Venkateshwarlabai-II,0,0,0,0,0,20,3,0,16,1,10,2,1,6,1
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Mannanoor,1401120,Venkatswaralabai colny,0,0,0,0,0,9,1,8,0,0,9,0,9,0,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Mannanoor,1401121,Thurkapally,8,6,0,0,2,29,25,0,4,0,15,14,0,1,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Mannanoor,1401122,Macharam    ,3,1,1,1,0,28,20,3,5,0,11,8,1,2,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Mannanoor,1401123,Macharam colny,0,0,0,0,0,7,0,7,0,0,9,0,9,0,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Amrabad,1401124,Molkamamidi,0,0,0,0,0,6,6,0,0,0,7,7,0,0,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Amrabad,1401125,Kothapallythanda,2,2,0,0,0,21,14,5,2,0,14,6,6,1,1
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Amrabad,1401126,Yelumapally,1,0,1,0,0,28,23,0,4,1,17,12,0,4,1
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Mannanoor,1401127,Kalmalonipally,4,3,0,0,1,19,16,0,3,0,13,12,0,1,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Mannanoor,1401128,Telugupally,0,0,0,0,0,23,1,1,21,0,18,0,1,17,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Amrabad,1401129,Chinthalonipally,0,0,0,0,0,3,3,0,0,0,10,10,0,0,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Amrabad,1401130,Yamreddypally,2,2,0,0,0,9,8,0,0,1,7,5,0,2,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Mannanoor,1401131,Jangam Reedy Pally,1,1,0,0,0,29,24,1,3,1,19,16,0,2,1
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Mannanoor,1401132,Vatuvarlapally,3,3,0,0,0,17,11,0,4,2,19,12,0,3,4
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Mannanoor,1401133,Egalapenta-I,5,1,1,3,0,13,3,1,9,0,8,1,1,6,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Mannanoor,1401134,Egalapenta-II,3,1,0,0,2,17,6,1,10,0,16,6,0,8,2
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Mannanoor,1401135,Sarlapally,1,1,0,0,0,24,0,13,9,2,19,0,11,8,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Mannanoor,1401136,Kuruchinthalabai,0,0,0,0,0,8,1,6,1,0,9,4,5,0,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Mannanoor,1401137,Domalapent-I,0,0,0,0,0,28,11,1,6,10,13,5,0,1,7
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Mannanoor,1401138,Domalapent-II,5,3,0,1,1,20,6,0,4,10,11,3,0,1,7
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Siddapoor,1401273,Anjaneyulu thanda (Mini),2,0,1,1,0,1,0,1,0,0,10,0,10,0,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Siddapoor,1401274,Banda thanda (Mini),0,0,0,0,0,3,0,3,0,0,1,0,1,0,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Hazipoor,1401275,Bolgatpally (Mini),1,0,1,0,0,8,1,3,4,0,7,0,3,4,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Inole,1401276,Bommanpally (Mini),4,1,0,3,0,7,1,0,6,0,8,2,0,6,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Inole,1401277,Bommanpally chenchu colony (Mini),1,0,1,0,0,4,0,4,0,0,3,0,3,0,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Inole,1401278,Chandhapoor (Mini),1,0,0,1,0,3,0,0,3,0,2,0,0,1,1
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Hazipoor,1401279,Chenchupalugu thanda (Mini),3,0,3,0,0,16,1,15,0,0,5,1,4,0,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Hazipoor,1401280,Chennaram P.N (Mini),1,0,0,1,0,16,2,0,14,0,18,2,0,16,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Hazipoor,1401281,Chowtapally (Mini),0,0,0,0,0,1,0,0,1,0,3,0,3,0,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Siddapoor,1401282,Desya thanda (Mini),0,0,0,0,0,3,1,2,0,0,4,0,4,0,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Inole,1401283,Inolekothathanda (Mini),0,0,0,0,0,6,0,6,0,0,3,0,3,0,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Hazipoor,1401284,Jayaram thanda  (Mini),0,0,0,0,0,15,0,15,0,0,13,0,12,1,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Siddapoor,1401285,Jogya thanda (Mini),0,0,0,0,0,4,0,4,0,0,3,0,3,0,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Siddapoor,1401286,Kesya thanda (Mini),0,0,0,0,0,7,0,7,0,0,8,0,8,0,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Hazipoor,1401287,LaxmapoorP.N (Mini),3,0,3,0,0,17,0,17,0,0,18,0,18,0,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Siddapoor,1401288,Linganonipally (Mini),0,0,0,0,0,5,0,0,5,0,4,0,0,4,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Achampet,1401289,Lingotam (Mini),3,1,0,2,0,22,5,1,16,0,17,3,1,12,1
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Achampet,1401290,Lingotam thanda (Mini),2,0,2,0,0,11,0,11,0,0,10,0,10,0,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Inole,1401291,Mylakunta thanda (Mini),1,0,1,0,0,1,0,1,0,0,3,0,3,0,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Hazipoor,1401292,Nadimpally (Mini),5,3,1,1,0,23,3,1,19,0,19,6,1,12,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Hazipoor,1401293,Nakkarlapenta (Mini),2,0,2,0,0,10,0,10,0,0,10,0,10,0,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Siddapoor,1401294,Padmaram thanda (Mini),1,0,0,1,0,20,1,18,0,1,15,0,15,0,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Achampet,1401295,Palkapally (Mini),2,2,0,0,0,16,15,1,0,0,20,20,0,0,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Hazipoor,1401296,Peerlabai thanda (Mini),0,0,0,0,0,6,0,6,0,0,12,1,8,3,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Siddapoor,1401297,Puldevibandathanda (Mini),1,0,1,0,0,5,0,5,0,0,3,0,3,0,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Inole,1401298,Shivar thanda (Mini),0,0,0,0,0,3,0,3,0,0,2,0,2,0,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Siddapoor,1401299,Siddapoor chenchu colony (Mini),2,0,1,1,0,11,8,0,3,0,8,5,0,2,1
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Inole,1401300,Vonkamuthi thnada (Mini),0,0,0,0,0,2,0,2,0,0,5,0,5,0,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Inole,1401301,Yeddumitta thanda (Mini),0,0,0,0,0,6,0,6,0,0,5,0,5,0,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Amrabad,1401347,Amrabad (Mini),0,0,0,0,0,3,0,1,1,1,4,0,4,0,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Padra,1401348,CHINTLAKUNTA CHENCHU COLONY(Mini),4,0,4,0,0,14,0,14,0,0,8,0,8,0,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Udimilla,1401349,Bhapanipaduthanda (Mini),0,0,0,0,0,13,0,13,0,0,14,0,14,0,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Padra,1401350,Chitlamkunta (Mini),3,0,3,0,0,8,0,8,0,0,10,0,10,0,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Amrabad,1401351,Edulabaithanda (Mini),1,1,0,0,0,13,11,0,0,2,8,8,0,0,0
2023,11,NAGARKURNOOL,ACHAMPETA (R) ,Amrabad,1401352,Kommanpenta (Mini),0,0,0,0,0,5,0,5,0,0,4,0,4,0,0
