Reporting Year,Reporting Month,D_Name,Proj_Name,Sec_NAme,AWC_ID,AWc_Name,Tot_Children_0to6M,Tot_Children_SC_0to6M,Tot_Children_ST_0to6M,Tot_Children_BC_0to6M,Tot_Children_OC_0to6M,Tot_Children_7Mto3Y,Tot_Children_SC_7Mto3Y,Tot_Children_ST_7Mto3Y,Tot_Children_BC_7Mto3Y,Tot_Children_OC_7Mto3Y,Tot_Children_3Yto6Y,Tot_Children_SC_3Yto6Y,Tot_Children_ST_3Yto6Y,Tot_Children_BC_3Yto6Y,Tot_Children_OC_3Yto6Y
2023,11,MANCHERIAL,LUXETTIPET,INDANPALLI,1908206,Kalamadugu-III,4,0,2,2,0,22,0,2,20,0,39,0,8,30,1
2023,11,MANCHERIAL,LUXETTIPET,PONKAL,1908207,Gonduguda(Dharmaram),3,0,1,2,0,18,4,6,8,0,24,6,7,11,0
2023,11,MANCHERIAL,LUXETTIPET,PONKAL,1908208,Chintalpalli -2,4,0,0,4,0,29,0,0,29,0,24,0,0,24,0
2023,11,MANCHERIAL,LUXETTIPET,PONKAL,1908209,Ippalapalli,6,5,0,1,0,20,12,0,7,1,28,18,0,10,0
2023,11,MANCHERIAL,LUXETTIPET,PONKAL,1908210,Ponkal-1,7,1,0,3,3,27,4,3,12,8,28,6,1,17,4
2023,11,MANCHERIAL,LUXETTIPET,JANNARAM,1908211,Jannaram-III,4,0,0,3,1,39,0,0,11,28,34,2,0,8,24
2023,11,MANCHERIAL,LUXETTIPET,THAPALAPUR,1908212,Rotiguda -II,1,0,0,1,0,11,1,1,9,0,9,0,0,9,0
2023,11,MANCHERIAL,LUXETTIPET,THAPALAPUR,1908213,Geethanagar,3,0,0,2,1,24,4,0,20,0,27,11,0,16,0
2023,11,MANCHERIAL,LUXETTIPET,THAPALAPUR,1908214,Thapalpur-II,2,1,0,1,0,30,11,0,19,0,11,2,0,9,0
2023,11,MANCHERIAL,LUXETTIPET,THAPALAPUR,1908215,Singaraipet,1,0,1,0,0,3,0,3,0,0,1,0,1,0,0
2023,11,MANCHERIAL,LUXETTIPET,PONKAL,1908216,Ponkal -2,2,1,0,1,0,19,8,2,8,1,22,5,4,13,0
2023,11,MANCHERIAL,LUXETTIPET,JANNARAM,1908217,Kavval-II,1,0,0,1,0,12,10,0,0,2,38,28,0,1,9
2023,11,MANCHERIAL,LUXETTIPET,INDANPALLI,1908218,Morriguda-II -2,5,0,5,0,0,24,0,24,0,0,34,1,32,1,0
2023,11,MANCHERIAL,LUXETTIPET,INDANPALLI,1908219,Kommuguda,1,0,1,0,0,8,0,8,0,0,15,0,15,0,0
2023,11,MANCHERIAL,LUXETTIPET,PONKAL,1908220,Puttiguda,3,1,1,1,0,16,3,12,1,0,18,1,17,0,0
2023,11,NIRMAL,KHANAPUR,Khanapur,1908221,SriRamnagar-I,6,1,0,3,2,42,0,1,40,1,30,1,0,27,2
2023,11,NIRMAL,KHANAPUR,Pembi,1908222,Pembi lambaditanada-III,0,0,0,0,0,22,0,2,17,3,24,0,5,16,3
2023,11,NIRMAL,KHANAPUR,Pembi,1908223,Pembi lambaditanada-IV,0,0,0,0,0,4,0,4,0,0,10,0,10,0,0
2023,11,NIRMAL,KHANAPUR,Pathayellapur,1908224,Chamanpalli,4,0,4,0,0,25,0,12,13,0,26,0,14,12,0
2023,11,NIRMAL,KHANAPUR,Khanapur,1908225,Adavisarangapur,0,0,0,0,0,10,1,9,0,0,20,0,20,0,0
2023,11,NIRMAL,KHANAPUR,Pembi,1908226,Korkanti,0,0,0,0,0,12,0,12,0,0,26,0,26,0,0
2023,11,NIRMAL,KHANAPUR,Pembi,1908227,Ramulatanda,2,0,2,0,0,22,0,22,0,0,33,1,32,0,0
2023,11,NIRMAL,KHANAPUR,Pembi,1908228,Burugupalli,0,0,0,0,0,7,0,7,0,0,8,0,8,0,0
2023,11,NIRMAL,KHANAPUR,Pathayellapur,1908229,Devunigudem,0,0,0,0,0,5,0,5,0,0,8,0,8,0,0
2023,11,NIRMAL,KHANAPUR,Pembi,1908230,Yapalguda,0,0,0,0,0,5,0,5,0,0,21,0,21,0,0
2023,11,NIRMAL,KHANAPUR,Pembi,1908231,Ramaguda,0,0,0,0,0,2,0,2,0,0,31,0,31,0,0
2023,11,NIRMAL,KHANAPUR,Parimandal,1908232,Koratikal-IV,1,0,1,0,0,34,2,4,16,12,40,2,1,24,13
2023,11,NIRMAL,KHANAPUR,Mamada,1908233,Somlanayaktanda,2,0,2,0,0,12,0,12,0,0,18,0,18,0,0
2023,11,NIRMAL,KHANAPUR,Mamada,1908234,Bhimlatanda,0,0,0,0,0,6,0,6,0,0,15,0,15,0,0
2023,11,NIRMAL,KHANAPUR,Parimandal,1908235,Shantinagartanda,3,0,3,0,0,10,0,10,0,0,18,0,18,0,0
2023,11,NIRMAL,KHANAPUR,Parimandal,1908236,Cheruvumundaritanda,2,0,2,0,0,20,1,19,0,0,21,0,21,0,0
2023,11,NIRMAL,KHANAPUR,Parimandal,1908237,Jaithunayaktanda,5,0,5,0,0,8,0,8,0,0,5,0,5,0,0
2023,11,NIRMAL,KHANAPUR,Parimandal,1908238,Valinayaktanda,2,0,2,0,0,8,0,8,0,0,13,0,12,1,0
2023,11,NIRMAL,KHANAPUR,Parimandal,1908239,Cheruvukinditanda,1,0,1,0,0,4,0,4,0,0,8,0,8,0,0
2023,11,NIRMAL,KHANAPUR,Parimandal,1908240,Burugupalli,0,0,0,0,0,13,0,13,0,0,9,1,8,0,0
2023,11,NIRMAL,KHANAPUR,Parimandal,1908241,Rayadari,0,0,0,0,0,23,2,14,7,0,20,0,9,10,1
2023,11,NIRMAL,KHANAPUR,Kaddampeddur,1908242,Kaddam-2,5,0,0,2,3,43,4,1,11,27,68,8,5,5,50
2023,11,NIRMAL,KHANAPUR,Bellal,1908243,Chinnabellal-I,1,0,0,1,0,28,2,10,16,0,20,1,11,8,0
2023,11,NIRMAL,KHANAPUR,Dasturabad,1908244,Chennur,0,0,0,0,0,17,0,7,9,1,30,0,9,21,0
2023,11,NIRMAL,KHANAPUR,Ambaripet,1908245,Dattojipet,3,1,2,0,0,18,0,14,4,0,20,0,19,1,0
2023,11,NIRMAL,KHANAPUR,Ambaripet,1908246,Chintaguda,3,0,3,0,0,35,1,25,9,0,35,0,25,10,0
2023,11,NIRMAL,KHANAPUR,Ambaripet,1908247,Ambaripet-2,5,0,0,5,0,23,7,1,14,1,18,4,2,10,2
2023,11,NIRMAL,KHANAPUR,Ambaripet,1908248,Laxmipur,4,0,4,0,0,21,0,21,0,0,14,0,14,0,0
2023,11,NIRMAL,KHANAPUR,Kaddampeddur,1908249,Kolamguda,2,0,2,0,0,8,0,8,0,0,11,0,11,0,0
2023,11,NIRMAL,KHANAPUR,Dasturabad,1908250,Munyal Gonduguda,1,0,1,0,0,13,1,12,0,0,8,0,8,0,0
2023,11,NIRMAL,KHANAPUR,Bellal,1908251,Chityal Gonduguda,2,0,1,0,1,15,0,15,0,0,23,0,23,0,0
2023,11,NIRMAL,KHANAPUR,Dasturabad,1908252,Rampur,5,0,0,5,0,16,0,0,16,0,11,0,0,10,1
2023,11,MANCHERIAL,LUXETTIPET,THAPALAPUR,1908253,Chintaguda-II,4,0,3,1,0,14,5,4,5,0,14,9,2,3,0
2023,11,MANCHERIAL,LUXETTIPET,PONKAL,1908254,Akkapalliguda-II,1,0,1,0,0,14,5,2,6,1,17,7,1,9,0
2023,11,MANCHERIAL,LUXETTIPET,THAPALAPUR,1908255,Thapalpur-III,1,0,0,1,0,22,3,3,16,0,21,4,3,14,0
2023,11,MANCHERIAL,LUXETTIPET,THAPALAPUR,1908256,Thimmapur-II,1,0,0,1,0,16,1,4,11,0,18,2,1,15,0
2023,11,MANCHERIAL,LUXETTIPET,JANNARAM,1908257,Lotharyatanda,3,0,3,0,0,13,0,13,0,0,17,0,17,0,0
2023,11,MANCHERIAL,LUXETTIPET,THAPALAPUR,1908258,Dharmuguda,0,0,0,0,0,3,0,3,0,0,13,1,12,0,0
2023,11,MANCHERIAL,LUXETTIPET,INDANPALLI,1908259,Munjiguda,3,0,0,3,0,29,8,4,17,0,32,6,6,20,0
2023,11,MANCHERIAL,LUXETTIPET,THAPALAPUR,1908260,Dongapalli,0,0,0,0,0,13,1,11,1,0,16,0,16,0,0
2023,11,MANCHERIAL,LUXETTIPET,THAPALAPUR,1908261,Parampoguda,2,0,2,0,0,20,0,2,16,2,19,3,1,15,0
2023,11,NIRMAL,BHAINSA,Kamole,1908262,Kumsara (Mini),4,0,2,2,0,11,7,2,2,0,12,4,3,5,0
2023,11,NIRMAL,KHANAPUR,surjapur,1908263,Inkariguda (Mini),0,0,0,0,0,9,9,0,0,0,11,11,0,0,0
2023,11,NIRMAL,KHANAPUR,Pembi,1908264,Pochampalli (Mini),2,0,2,0,0,23,3,20,0,0,16,0,16,0,0
2023,11,NIRMAL,KHANAPUR,Pembi,1908265,Gummenayenglapur (Mini),0,0,0,0,0,12,0,8,4,0,12,0,9,3,0
2023,11,NIRMAL,KHANAPUR,surjapur,1908266,Billunayaktanda (Mini),0,0,0,0,0,5,0,5,0,0,4,0,4,0,0
2023,11,NIRMAL,KHANAPUR,Pathayellapur,1908267,Sevanayaktanda (Mini),4,0,4,0,0,16,0,15,0,1,27,0,27,0,0
2023,11,NIRMAL,KHANAPUR,Pathayellapur,1908268,Kusumpur (Mini),0,0,0,0,0,2,0,2,0,0,13,0,13,0,0
2023,11,NIRMAL,KHANAPUR,Pathayellapur,1908269,Ippaguda (Mini),4,0,4,0,0,8,0,8,0,0,10,0,10,0,0
2023,11,NIRMAL,KHANAPUR,Pembi,1908270,Dhondari (Mini),4,0,3,0,1,23,1,21,1,0,24,2,21,1,0
2023,11,NIRMAL,KHANAPUR,Pathayellapur,1908271,Kolamguda (Mini),0,0,0,0,0,6,0,6,0,0,6,0,6,0,0
2023,11,NIRMAL,KHANAPUR,Pembi,1908272,Godmalla (Mini),3,0,3,0,0,7,0,7,0,0,6,0,6,0,0
2023,11,NIRMAL,KHANAPUR,Pathayellapur,1908273,Kollamguda (Mini),0,0,0,0,0,13,0,12,0,1,17,0,17,0,0
2023,11,NIRMAL,KHANAPUR,Pathayellapur,1908274,Kummutanda (MINI),5,0,4,1,0,9,0,8,1,0,11,0,10,1,0
2023,11,NIRMAL,KHANAPUR,Pembi,1908275,Mulamaddula (Mini),0,0,0,0,0,7,0,7,0,0,9,0,9,0,0
2023,11,NIRMAL,KHANAPUR,Pembi,1908276,Gonduguda-Mandapalli (Mini),0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
2023,11,NIRMAL,KHANAPUR,Parimandal,1908277,Sonpet (Mini),1,0,1,0,0,4,0,4,0,0,10,0,10,0,0
2023,11,NIRMAL,KHANAPUR,Parimandal,1908278,Dhanjitanda (Mini),0,0,0,0,0,1,0,1,0,0,10,0,10,0,0
2023,11,NIRMAL,KHANAPUR,Parimandal,1908279,Pulimadugu (Mini),0,0,0,0,0,5,0,5,0,0,17,0,17,0,0
2023,11,NIRMAL,KHANAPUR,Parimandal,1908280,Morriguda (Mini),0,0,0,0,0,12,0,11,1,0,11,0,11,0,0
2023,11,NIRMAL,KHANAPUR,Mamada,1908281,Adarshnagar (Mini),2,1,0,0,1,8,1,3,4,0,15,8,1,4,2
2023,11,NIRMAL,KHANAPUR,Mamada,1908282,Kamalkotetanda (Mini),0,0,0,0,0,16,0,11,5,0,15,0,8,4,3
2023,11,NIRMAL,KHANAPUR,Parimandal,1908283,Gonduguda-Gaidapalli (Mini),0,0,0,0,0,6,0,6,0,0,9,0,9,0,0
2023,11,NIRMAL,KHANAPUR,Kaddampeddur,1908284,Kaddam III,4,1,0,1,2,23,4,1,11,7,15,3,0,9,3
2023,11,NIRMAL,KHANAPUR,Mamada,1908285,New Temburni (Mini),0,0,0,0,0,2,0,0,2,0,4,0,1,3,0
2023,11,NIRMAL,KHANAPUR,Parimandal,1908286,Mondigutta (Mini),0,0,0,0,0,6,0,6,0,0,14,0,14,0,0
2023,11,NIRMAL,KHANAPUR,Parimandal,1908287,Rampur-Tandra (Mini),0,0,0,0,0,6,0,6,0,0,15,0,15,0,0
2023,11,NIRMAL,KHANAPUR,Mamada,1908288,Chandaram (Mini),1,1,0,0,0,11,1,3,5,2,15,4,2,5,4
2023,11,NIRMAL,KHANAPUR,Dasturabad,1908289,Bhuthukur(Gonduguda) Mini,1,0,1,0,0,5,0,5,0,0,4,0,4,0,0
2023,11,NIRMAL,KHANAPUR,Kaddampeddur,1908290,Dubbaguda (Mini),2,0,2,0,0,10,0,10,0,0,8,0,8,0,0
2023,11,NIRMAL,KHANAPUR,Ambaripet,1908291,Kashiramtanda (Mini),2,1,1,0,0,11,0,11,0,0,11,0,11,0,0
2023,11,NIRMAL,KHANAPUR,Kaddampeddur,1908292,Morripet (Mini),1,0,1,0,0,4,0,4,0,0,7,0,7,0,0
2023,11,NIRMAL,KHANAPUR,Kaddampeddur,1908293,Peddurlambaditanda (Mini),0,0,0,0,0,9,0,9,0,0,10,0,10,0,0
2023,11,NIRMAL,KHANAPUR,Kaddampeddur,1908294,Nyakapuguda(Singapur) (Mini),3,0,3,0,0,12,0,12,0,0,16,0,16,0,0
2023,11,NIRMAL,KHANAPUR,Kaddampeddur,1908295,Gonduguda(Singapur) (Mini),1,0,1,0,0,7,0,7,0,0,15,0,15,0,0
2023,11,NIRMAL,KHANAPUR,Ambaripet,1908296,Babanaiktanda (Mini),0,0,0,0,0,13,0,13,0,0,18,0,18,0,0
2023,11,NIRMAL,KHANAPUR,Ambaripet,1908297,Maisampet (Mini),2,0,2,0,0,6,0,5,0,1,12,0,12,0,0
2023,11,NIRMAL,KHANAPUR,Bellal,1908298,Laxmisagar Thanda(MINI),2,0,2,0,0,20,0,20,0,0,18,0,18,0,0
2023,11,NIRMAL,KHANAPUR,Ambaripet,1908299,Vakeelnagar (Mini),0,0,0,0,0,16,6,10,0,0,12,3,7,2,0
2023,11,NIRMAL,KHANAPUR,Ambaripet,1908300,Rajampet (Mini),3,2,1,0,0,15,15,0,0,0,13,13,0,0,0
2023,11,NIRMAL,KHANAPUR,Ambaripet,1908301,Dyamguda (Mini),2,0,2,0,0,15,0,15,0,0,14,0,14,0,0
2023,11,NIRMAL,KHANAPUR,Bellal,1908302,Lingapur (Mini),4,0,4,0,0,12,0,12,0,0,12,0,12,0,0
2023,11,MANCHERIAL,LUXETTIPET,JANNARAM,1908303,Parampalli-I (Mini),3,1,2,0,0,8,4,4,0,0,8,2,6,0,0
2023,11,MANCHERIAL,LUXETTIPET,JANNARAM,1908304,Bangaritanda (Mini),0,0,0,0,0,15,0,15,0,0,13,2,11,0,0
2023,11,MANCHERIAL,LUXETTIPET,INDANPALLI,1908305,Nyakapuguda (Mini),0,0,0,0,0,11,0,11,0,0,19,0,19,0,0
2023,11,MANCHERIAL,LUXETTIPET,JANNARAM,1908306,Gonduguda  (Mini),0,0,0,0,0,3,0,3,0,0,5,0,5,0,0
2023,11,MANCHERIAL,LUXETTIPET,INDANPALLI,1908307,Morriguda-III (Mini),0,0,0,0,0,17,9,8,0,0,11,3,8,0,0
2023,11,MANCHERIAL,LUXETTIPET,JANNARAM,1908308,Pardaniguda (Mini),0,0,0,0,0,5,0,5,0,0,8,0,8,0,0
2023,11,MANCHERIAL,LUXETTIPET,JANNARAM,1908309,Kotturpalli (Mini),1,0,0,1,0,12,0,3,9,0,14,0,1,13,0
2023,11,MANCHERIAL,LUXETTIPET,JANNARAM,1908310,Kamanpalli-II (Mini),0,0,0,0,0,14,0,5,9,0,26,3,7,16,0
2023,11,MANCHERIAL,LUXETTIPET,INDANPALLI,1908311,Gonduguda,2,0,2,0,0,2,0,2,0,0,5,0,5,0,0
2023,11,MANCHERIAL,LUXETTIPET,THAPALAPUR,1908312,Bommena(Mini),0,0,0,0,0,8,0,8,0,0,13,0,13,0,0
2023,11,MANCHERIAL,LUXETTIPET,INDANPALLI,1908313,Gonduguda (Mini),3,0,3,0,0,13,0,13,0,0,24,0,24,0,0
2023,11,MANCHERIAL,LUXETTIPET,JANNARAM,1908314,Nayakapuguda(Mini),0,0,0,0,0,4,0,4,0,0,10,0,10,0,0
2023,11,MANCHERIAL,LUXETTIPET,THAPALAPUR,1908315,Malyal(Mini),0,0,0,0,0,8,0,8,0,0,14,0,14,0,0
2023,11,MANCHERIAL,LUXETTIPET,INDANPALLI,1908316,Thatiguda (Mini),0,0,0,0,0,2,0,2,0,0,9,0,8,1,0
2023,11,MANCHERIAL,LUXETTIPET,GUDEM,1908317,Utla(Mini),0,0,0,0,0,9,0,9,0,0,5,0,5,0,0
2023,11,MANCHERIAL,LUXETTIPET,INDANPALLI,1908318,Murrimadugu-II (Mini),1,1,0,0,0,12,10,0,1,1,21,16,0,4,1
2023,11,MANCHERIAL,LUXETTIPET,INDANPALLI,1908319,Venkatapur (Mini),4,0,3,1,0,20,4,9,7,0,25,2,19,4,0
2023,11,NIRMAL,KHANAPUR,surjapur,1908320,Badankurthy-II,0,0,0,0,0,1,0,0,1,0,12,0,0,10,2
2023,11,NIRMAL,KHANAPUR,surjapur,1908321,Harjanwada,7,6,0,1,0,25,21,0,4,0,33,31,0,1,1
2023,11,NIRMAL,KHANAPUR,surjapur,1908322,Chandunaikthanda,1,0,1,0,0,25,0,24,1,0,11,0,11,0,0
2023,11,NIRMAL,KHANAPUR,Khanapur,1908323,Subashnagar-II,7,1,0,4,2,66,5,0,30,31,54,2,0,35,17
2023,11,NIRMAL,KHANAPUR,Mamada,1908324,Ponkal-VI,9,0,0,5,4,12,0,0,10,2,26,0,0,20,6
2023,11,NIRMAL,NIRMAL,Sharathmahal,1908325,YSR colony,1,0,0,1,0,130,11,3,103,13,91,5,0,55,31
2023,11,NIRMAL,KHANAPUR,Mamada,1908326,Naldurthy-Tanda (Mini),1,0,1,0,0,9,0,9,0,0,13,0,13,0,0
2023,11,NIRMAL,KHANAPUR,Dasturabad,1908327,Devunigudem(Dasturabad),4,0,0,4,0,29,3,0,26,0,28,1,0,27,0
2023,11,NIRMAL,KHANAPUR,Kaddampeddur,1908328,Dharmajipet II,4,0,1,3,0,12,0,1,10,1,18,1,1,14,2
2023,11,NIRMAL,KHANAPUR,Ambaripet,1908329,Udumpur-Lambadithanda,11,2,9,0,0,37,7,29,0,1,29,2,27,0,0
2023,11,MANCHERIAL,LUXETTIPET,JANNARAM,1908330,Sonapurthanda (Mini),2,0,2,0,0,9,0,9,0,0,10,0,10,0,0
2023,11,MANCHERIAL,LUXETTIPET,PONKAL,1908331,Cherukugudem,4,3,0,1,0,18,15,0,3,0,12,6,0,6,0
2023,11,MANCHERIAL,LUXETTIPET,JANNARAM,1908332,Parampally-II,0,0,0,0,0,11,0,1,10,0,24,2,1,21,0
2023,11,MANCHERIAL,LUXETTIPET,PONKAL,1908333,Juvviguda,6,3,1,0,2,20,4,11,4,1,24,7,11,5,1
2023,11,NIRMAL,KHANAPUR,Bellal,1908334,Korregudem (Mini),0,0,0,0,0,8,0,8,0,0,22,0,22,0,0
2023,11,MANCHERIAL,LUXETTIPET,GUDEM,1909001,Gudem-I,3,0,0,3,0,19,0,0,19,0,12,0,0,12,0
2023,11,MANCHERIAL,LUXETTIPET,GUDEM,1909002,Kasipet,2,2,0,0,0,7,7,0,0,0,15,15,0,0,0
2023,11,MANCHERIAL,LUXETTIPET,GUDEM,1909003,Gudirevu-I,2,0,0,0,2,21,0,0,21,0,12,0,0,12,0
2023,11,MANCHERIAL,LUXETTIPET,GUDEM,1909004,Medaripet -I,5,4,0,1,0,25,11,0,14,0,20,9,1,10,0
2023,11,MANCHERIAL,LUXETTIPET,GUDEM,1909005,Allipur,1,0,0,1,0,11,9,0,2,0,10,5,2,3,0
2023,11,MANCHERIAL,LUXETTIPET,Dandepalle,1909006,Chinthapally -I,0,0,0,0,0,12,4,0,8,0,14,3,0,11,0
2023,11,MANCHERIAL,LUXETTIPET,Dandepalle,1909007,Narsapur-I,1,1,0,0,0,17,6,0,11,0,23,13,0,10,0
2023,11,MANCHERIAL,LUXETTIPET,GUDEM,1909008,Rasapally,2,0,1,1,0,22,2,5,15,0,9,0,0,9,0
2023,11,MANCHERIAL,LUXETTIPET,GUDEM,1909009,Dubbagudem,2,1,0,1,0,30,2,0,27,1,7,2,0,5,0
2023,11,MANCHERIAL,LUXETTIPET,Dandepalle,1909010,Jaithaguda,1,0,1,0,0,15,1,13,1,0,10,1,9,0,0
2023,11,MANCHERIAL,LUXETTIPET,GUDEM,1909011,Rangampally,3,0,0,2,1,15,0,0,13,2,6,0,0,6,0
2023,11,MANCHERIAL,LUXETTIPET,Dandepalle,1909012,Kundelpahad,2,0,2,0,0,9,0,9,0,0,11,0,11,0,0
2023,11,MANCHERIAL,LUXETTIPET,Dandepalle,1909013,Nethakanigudem,2,1,0,1,0,5,3,0,2,0,7,4,0,3,0
2023,11,MANCHERIAL,LUXETTIPET,Dandepalle,1909014,Thallapeta -I,0,0,0,0,0,28,13,3,7,5,16,10,0,6,0
2023,11,MANCHERIAL,LUXETTIPET,GUDEM,1909015,Sriramulapally,0,0,0,0,0,11,1,0,10,0,8,1,1,6,0
2023,11,MANCHERIAL,LUXETTIPET,GUDEM,1909016,Kotha Mamidipally,3,0,0,3,0,16,0,1,15,0,27,2,0,25,0
2023,11,MANCHERIAL,LUXETTIPET,GUDEM,1909017,Dhammannapet,3,0,3,0,0,12,0,12,0,0,17,0,17,0,0
2023,11,MANCHERIAL,LUXETTIPET,Dandepalle,1909018,Chilukaguda,1,0,1,0,0,9,1,6,1,1,2,1,1,0,0
2023,11,MANCHERIAL,LUXETTIPET,Dandepalle,1909019,Makulapet,6,2,1,3,0,31,3,13,15,0,9,0,8,1,0
2023,11,MANCHERIAL,LUXETTIPET,Dandepalle,1909020,Nelkivenkatapur,8,2,0,6,0,55,17,1,37,0,47,18,0,29,0
2023,11,MANCHERIAL,LUXETTIPET,GUDEM,1909021,Laxmikanthapur,1,0,0,1,0,20,0,0,20,0,16,0,0,16,0
2023,11,MANCHERIAL,LUXETTIPET,GUDEM,1909022,Bikkaniguda,4,1,1,2,0,10,5,3,2,0,10,4,3,3,0
2023,11,MANCHERIAL,LUXETTIPET,GUDEM,1909023,Gudem-II,1,1,0,0,0,11,5,0,6,0,6,2,0,4,0
2023,11,MANCHERIAL,LUXETTIPET,Dandepalle,1909024,Thallapeta -II,4,0,1,3,0,18,0,2,16,0,24,3,0,21,0
2023,11,MANCHERIAL,LUXETTIPET,Dandepalle,1909025,Mukasiguda,1,0,0,1,0,13,0,4,9,0,10,0,5,5,0
2023,11,MANCHERIAL,LUXETTIPET,Dandepalle,1909026,Chinthapally-II,4,2,0,2,0,16,8,0,8,0,11,7,0,4,0
2023,11,MANCHERIAL,LUXETTIPET,GUDEM,1909027,Gudirevu-II,1,1,0,0,0,9,2,0,7,0,7,2,0,5,0
2023,11,MANCHERIAL,LUXETTIPET,Dandepalle,1909028,Vandurguda,3,0,3,0,0,6,0,6,0,0,8,3,5,0,0
2023,11,MANCHERIAL,LUXETTIPET,GUDEM,1909029,Applawada,7,0,0,7,0,17,0,0,17,0,11,0,0,11,0
2023,11,MANCHERIAL,LUXETTIPET,GUDEM,1909030,Medaripet -II,7,1,2,4,0,29,4,5,19,1,25,3,6,13,3
2023,11,MANCHERIAL,LUXETTIPET,GUDEM,1909031, Gudem-III,2,0,0,2,0,11,0,0,11,0,11,0,0,11,0
2023,11,MANCHERIAL,LUXETTIPET,Dandepalle,1909032,Muthyampet,1,0,0,1,0,32,6,1,20,5,34,5,1,22,6
2023,11,MANCHERIAL,LUXETTIPET,GUDEM,1909033,Kondapur,2,1,0,1,0,13,2,4,7,0,15,7,2,6,0
2023,11,MANCHERIAL,LUXETTIPET,GUDEM,1909034,Dwaraka,4,1,0,2,1,11,5,0,5,1,8,5,0,1,2
2023,11,MANCHERIAL,LUXETTIPET,GUDEM,1909035,Myadaripet-III,5,1,0,4,0,32,7,0,23,2,17,3,0,13,1
2023,11,MANCHERIAL,LUXETTIPET,Dandepalle,1909036,Dandepalli -I,6,4,1,1,0,22,8,2,10,2,25,10,2,13,0
2023,11,MANCHERIAL,MANCHERIAL,MANDAMARRI,1909037,Mamidigattu-II,0,0,0,0,0,7,5,0,0,2,13,13,0,0,0
2023,11,MANCHERIAL,LUXETTIPET,GUDEM,1909038,Kannepalli-I,6,0,0,6,0,17,1,0,15,1,24,6,0,18,0
2023,11,MANCHERIAL,LUXETTIPET,GUDEM,1909039,Nambala,4,0,0,3,1,31,2,0,29,0,13,2,0,10,1
2023,11,MANCHERIAL,LUXETTIPET,GUDEM,1909040,Peddapet-I,2,2,0,0,0,13,8,1,4,0,16,9,0,6,1
2023,11,MANCHERIAL,LUXETTIPET,GUDEM,1909041,Kasipalli,0,0,0,0,0,7,0,0,7,0,3,0,0,3,0
2023,11,MANCHERIAL,LUXETTIPET,Dandepalle,1909042,Thanimadugu,5,0,5,0,0,13,2,11,0,0,19,1,16,1,1
2023,11,MANCHERIAL,LUXETTIPET,Dandepalle,1909043,Lingapur,6,1,4,1,0,58,13,33,12,0,31,9,19,3,0
2023,11,MANCHERIAL,LUXETTIPET,Dandepalle,1909044,Korvichelma -I,8,0,0,7,1,24,1,0,20,3,13,0,0,13,0
2023,11,MANCHERIAL,LUXETTIPET,GUDEM,1909045,Dharmaraopeta,0,0,0,0,0,8,5,0,3,0,10,7,0,3,0
2023,11,MANCHERIAL,LUXETTIPET,Dandepalle,1909046,Thallapeta -III,0,0,0,0,0,19,1,8,8,2,13,1,7,3,2
2023,11,MANCHERIAL,LUXETTIPET,Dandepalle,1909047,Korvichelma -II,0,0,0,0,0,21,2,1,17,1,25,1,1,23,0
2023,11,MANCHERIAL,LUXETTIPET,Dandepalle,1909048,Chinthaplly-III,2,0,0,2,0,7,0,0,7,0,14,1,0,13,0
2023,11,MANCHERIAL,LUXETTIPET,Dandepalle,1909049,Rebbanpally,5,0,0,5,0,37,18,0,17,2,26,12,0,14,0
2023,11,MANCHERIAL,LUXETTIPET,Dandepalle,1909050,Dandepalli -II,2,1,0,0,1,25,3,2,20,0,19,0,4,15,0
2023,11,MANCHERIAL,LUXETTIPET,Dandepalle,1909051,Dandepalli-III,1,0,0,1,0,36,1,2,33,0,21,0,2,19,0
2023,11,MANCHERIAL,LUXETTIPET,Dandepalle,1909052,Dandepalli-IV,0,0,0,0,0,20,3,0,17,0,37,9,0,26,2
2023,11,MANCHERIAL,LUXETTIPET,GUDEM,1909053,Peddapet-II,2,0,0,2,0,16,0,0,16,0,10,0,0,10,0
2023,11,MANCHERIAL,LUXETTIPET,Dandepalle,1909054,Korvichelma-III,6,3,0,3,0,25,15,0,10,0,19,12,0,7,0
2023,11,MANCHERIAL,LUXETTIPET,GUDEM,1909055,Kannepalli-II,2,0,0,2,0,21,4,0,17,0,10,2,0,8,0
2023,11,MANCHERIAL,LUXETTIPET,GUDEM,1909056,Velganur,1,0,0,1,0,36,6,2,28,0,14,3,0,11,0
2023,11,MANCHERIAL,LUXETTIPET,Dandepalle,1909057,Nagasamundram,0,0,0,0,0,17,3,0,14,0,13,2,0,10,1
2023,11,MANCHERIAL,LUXETTIPET,LUXETTIPET,1909058,Luxettipet - IV,8,2,0,5,1,39,17,0,19,3,48,19,0,26,3
2023,11,MANCHERIAL,LUXETTIPET,LUXETTIPET,1909059,Luxettipet - V,0,0,0,0,0,12,5,0,7,0,37,25,1,9,2
2023,11,MANCHERIAL,LUXETTIPET,LUXETTIPET,1909060,Uthkur-II,9,0,0,9,0,40,5,1,33,1,11,4,0,7,0
2023,11,MANCHERIAL,LUXETTIPET,LUXETTIPET,1909061,Luxettipet - VII,6,4,0,0,2,56,15,7,5,29,39,10,0,11,18
